name,allegiances,death year,book of death,death chapter,book intro chapter,gender,nobility,got,cok,sos,ffc,dwd,S.No,actual,pred,alive,plod,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
Melisandre,Baratheon,,,,0.0,0,0,0,1,1,0,1,1559,1,1,0.884,0.11599999999999999,,0,Asshai,,,,,,R'hllor,,0,1,1,1,1,,,,,0,0,,0,0,1,0.745819398,1
Mellei,House Martell,,,,40.0,0,0,0,0,0,1,0,772,1,1,0.9890000000000001,0.011000000000000001,,0,,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
Melly,None,,,,34.0,0,0,0,0,1,0,0,773,1,1,0.7,0.3,,0,,,,,,,Brotherhood Without Banners,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
Meredyth Crane,Tyrell,,,,61.0,0,1,0,0,1,1,0,1232,1,1,0.98,0.02,,0,,,,,,,House Crane,,0,0,1,1,1,,,,,0,0,,0,0,0,0.030100334,1
Meribald,None,,,,25.0,1,0,0,0,0,1,0,1772,1,1,0.767,0.233,Septon,1,,247.0,,,,,Faith of the Seven,,0,0,0,1,0,,,,,0,0,58.0,0,0,0,0.10367893,1
Merlon Crakehall,Lannister,,,,38.0,1,1,0,0,1,0,0,1234,1,1,0.797,0.203,Ser,1,,,,,,,House Crakehall,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1
Mero,None,299.0,3.0,57.0,42.0,1,0,0,0,1,0,0,777,0,1,0.904,0.096,,1,Braavosi,,299.0,,,,Second Sons,,0,0,1,0,1,,,,,0,0,,0,0,0,0.046822742,0
Merrett Frey,None,300.0,3.0,,59.0,1,1,1,0,1,0,0,1562,0,0,0.322,0.6779999999999999,,1,Riverlands,262.0,300.0,,,,House Frey,Mariya Darry,1,1,1,1,1,,,,1.0,1,0,38.0,0,0,1,0.434782609,0
Meryn Trant,Lannister,,,,8.0,1,1,1,1,1,1,1,1561,1,0,0.45,0.55,Ser,1,,,,,,,House Trant,,1,1,1,1,1,,,,,0,1,,0,0,0,0.22073578600000002,1
Mezzara,None,,,,2.0,0,1,0,0,0,0,1,1235,1,1,0.981,0.019,Cupbearer,1,Ghiscari,,,,,,House of Merreq,,0,0,0,0,1,,,,,0,1,,0,0,0,0.016722408,1
Mikken,House Stark,299.0,2.0,46.0,8.0,1,0,1,1,0,0,0,1774,0,1,0.76,0.24,,1,Northmen,,299.0,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.096989967,0
Miklaz,None,,,,2.0,1,1,0,0,0,0,1,780,1,1,0.932,0.068,Cupbearer,0,Ghiscari,,,,,,,,0,0,0,0,1,,,,,0,1,,0,0,0,0.016722408,1
Mirri Maz Duur,None,299.0,1.0,72.0,61.0,0,0,1,0,0,0,0,1773,0,0,0.304,0.696,Godswife,0,Lhazareen,257.0,299.0,,,,,,1,1,1,1,1,,,,,0,1,42.0,0,0,0,0.143812709,0
Missandei,House Targaryen,,,,23.0,0,0,0,0,1,0,1,1564,1,1,0.825,0.175,,0,Naathi,288.0,,,,,House Targaryen,,0,0,1,1,1,,,,,0,0,17.0,0,0,0,0.17391304300000002,1
Mohor,None,298.0,1.0,31.0,31.0,1,1,1,0,0,0,0,1563,0,1,0.9590000000000001,0.040999999999999995,,1,,,298.0,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.010033445,0
Mollander,None,,,,0.0,1,0,0,0,0,1,0,781,1,1,0.7290000000000001,0.271,,1,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.036789298,1
Monford Velaryon,Baratheon,299.0,3.0,25.0,0.0,1,1,0,1,0,0,0,1240,0,0,0.11599999999999999,0.884,Lord of the Tides,1,Valyrian,,299.0,,,,House Velaryon,,0,1,1,0,0,,,,,0,1,,0,0,0,0.023411371,0
Monster,Wildling,,,,33.0,1,0,0,0,1,1,1,1566,1,1,0.627,0.373,,0,Free Folk,299.0,,,,,,,0,0,1,1,1,,,,,0,0,6.0,0,0,0,0.076923077,1
Moon Boy,Baratheon,,,,29.0,1,0,1,1,1,1,0,1565,1,1,0.89,0.11,,1,,,,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,0,,0,0,0,0.076923077,1
Moqorro,Greyjoy,,,,33.0,1,0,0,0,0,0,1,1939,1,0,0.201,0.799,Slave of R'hllor,1,,,,,,,R'hllor,,0,0,0,0,1,,,,,0,1,,0,0,0,0.123745819,1
Mord,House Arryn,,,,38.0,1,0,1,0,0,1,0,1567,1,0,0.461,0.539,,1,,,,,,,House Arryn,,1,1,1,1,1,,,,,0,0,,0,0,0,0.046822742,1
Mordane,House Stark,298.0,1.0,67.0,7.0,0,0,1,0,0,0,0,1569,0,0,0.281,0.7190000000000001,Septa,0,,,298.0,,,,House Stark,,1,1,1,0,0,,,,,0,0,,0,0,0,0.10367893,0
Moreo Tumitis,None,,,,18.0,1,0,1,0,0,0,0,784,1,1,0.574,0.426,,1,,268.0,,,,,,,1,0,0,0,0,,,,,0,0,37.0,0,0,0,0.010033445,1
Morgarth,None,,,,41.0,1,0,0,0,0,1,0,785,1,1,0.996,0.004,Ser,1,,,,,,,House Baelish,,0,0,0,1,1,,,,,0,1,,0,0,0,0.016722408,1
Moro,None,,,,3.0,1,1,1,0,0,0,0,786,1,1,0.963,0.037000000000000005,Khal,1,Dothraki,,,,,,,,1,0,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
Morra,House Martell,,,,40.0,0,0,0,0,0,1,0,787,1,1,0.993,0.006999999999999999,,0,,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
Morrec,House Lannister,298.0,1.0,31.0,13.0,1,0,1,0,0,0,0,788,0,0,0.106,0.894,,1,,,298.0,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0,0,0.026755853,0
Morros Slynt,Lannister,,,,2.0,1,1,0,1,1,0,0,1775,1,0,0.47700000000000004,0.523,Lord,1,,,,,,,House Slynt,,0,1,1,0,0,,,,,0,1,,0,0,0,0.043478261,1
Mors Manwoody,Martell,,,,38.0,1,1,0,0,1,0,0,789,1,1,0.767,0.233,,1,,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,0,,0,0,0,0.023411371,1
Mors Umber,Stark,,,,21.0,1,1,0,1,0,0,0,1871,1,1,0.759,0.24100000000000002,Castellan,1,Northmen,235.0,,,,,House Umber,,0,1,1,1,1,,,,,0,1,70.0,0,0,0,0.147157191,1
Morton Waynwood,Arryn,,,,40.0,1,1,1,0,0,0,0,1242,1,1,0.723,0.27699999999999997,Ser,1,,,,,,,House Waynwood,,1,1,1,1,1,,,,,0,1,,0,0,0,0.036789298,1
Mudge (miller),None,299.0,3.0,34.0,34.0,1,0,0,0,1,0,0,794,1,1,0.759,0.24100000000000002,,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
Mully,Night's Watch,,,,55.0,1,0,0,0,1,1,1,797,1,1,0.813,0.187,,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.050167224,1
Munciter,Lannister,,,,20.0,1,0,0,1,0,0,0,796,1,1,0.7240000000000001,0.276,Wisdom,1,,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0,0,0.006688963000000001,1
Murch,Night's Watch,,,,9.0,1,0,0,1,0,0,0,798,1,1,0.795,0.205,,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.010033445,1
Murch (Winterfell),House Stark,,,,50.0,1,0,0,1,0,0,0,799,1,1,0.903,0.09699999999999999,,1,Northmen,,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
Murenmure,Greyjoy,,,,1.0,1,0,0,0,0,1,0,1570,1,1,0.9840000000000001,0.016,Maester,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1
Muttering Bill,Night's Watch,300.0,5.0,4.0,,1,0,0,0,1,0,1,1247,0,1,0.951,0.049,,1,,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.02006689,0
Mya Stone,Arryn,,,,34.0,0,0,1,0,0,1,0,1573,1,1,0.7609999999999999,0.239,,0,,279.0,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,0,26.0,0,0,0,0.12040133800000001,1
Mycah,Stark,298.0,1.0,16.0,15.0,1,0,1,0,0,0,0,1908,0,0,0.295,0.705,,1,Westeros,285.0,298.0,,,,,,1,1,1,0,0,,,,,0,0,13.0,0,0,0,0.10367893,0
Myles,House Martell,,,,2.0,1,0,0,0,0,1,1,1571,1,1,0.988,0.012,Maester,1,,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.023411371,1
Myles,House Tully,299.0,2.0,39.0,39.0,1,0,0,1,0,0,0,1571,1,1,0.988,0.012,Maester,1,,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.023411371,1
Myles Manwoody,Martell,,,,38.0,1,1,0,0,1,0,0,1254,1,1,0.7240000000000001,0.276,Ser,1,,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,1,,0,0,0,0.026755853,1
Myranda Royce,Arryn,,,,41.0,0,1,0,0,0,1,0,1776,1,1,0.868,0.132,,0,,279.0,,,,,House Royce of the Gates of the Moon,,0,1,1,1,1,,,,,0,0,26.0,0,0,0,0.043478261,1
Myrcella Baratheon,Lannister,,,,5.0,0,1,1,1,0,1,0,1574,1,1,0.583,0.41700000000000004,Princess,0,,290.0,,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,1,15.0,5,1,1,0.56187291,1
Myria Jordayne,Martell,,,,38.0,0,0,0,0,1,0,1,1253,1,1,0.988,0.012,,1,Dornish,,,,,,House Jordayne,,0,0,1,1,1,,,,,0,0,,0,0,0,0.013377926000000002,1
Myrtle,Wildling,300.0,5.0,69.0,37.0,0,0,0,0,0,0,1,801,0,0,0.213,0.787,,0,Free Folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.046822742,0
Nage,None,,,,44.0,1,0,0,0,1,0,0,802,1,1,0.987,0.013000000000000001,,1,,,,,,,House Bolton,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
Nan,House Stark,,,,1.0,0,0,1,1,0,0,0,806,1,1,0.795,0.205,,0,,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.096989967,1
Narbert,None,,,,31.0,1,0,0,0,0,1,0,804,1,1,0.757,0.243,BrotherProctor,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.026755853,1
Nestor Royce,Arryn,,,,34.0,1,1,1,0,0,1,0,1575,1,1,0.831,0.16899999999999998,Keeper of the Gates of the Moon,1,,,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,1,,0,0,0,0.086956522,1
Nolla,None,299.0,3.0,34.0,34.0,0,0,0,0,1,0,0,812,1,1,0.78,0.22,Goodwife,0,,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0,1
Norjen,Greyjoy,,,,1.0,1,0,0,0,0,1,0,813,1,1,0.9990000000000001,0.001,,0,Ironmen,,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Notch,None,,,,43.0,1,0,0,0,1,0,0,1778,1,1,0.981,0.019,,0,,,,,,,Brotherhood without Banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.013377926000000002,1
Nute,House Greyjoy,,,,18.0,1,0,0,0,0,1,0,1576,1,1,0.7170000000000001,0.28300000000000003,Lord of Oakenshield,1,Ironborn,,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,1,,0,0,0,0.050167224,1
Nymella Toland,Martell,,,,38.0,0,1,0,0,0,0,1,1260,1,1,0.72,0.28,Ghost Hill,0,Dornish,,,,,,House Toland,,0,0,1,1,1,,,,,0,1,,0,0,0,0.043478261,1
Nymeria Sand,House Martell,,,,2.0,0,1,0,0,0,1,1,1577,1,0,0.406,0.594,,0,Dornishmen,274.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,31.0,1,1,1,0.377926421,1
Obara Sand,House Martell,,,,2.0,0,1,0,0,0,1,1,1779,1,1,0.8270000000000001,0.17300000000000001,,0,Dornish,271.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,34.0,1,1,0,0.140468227,1
Oberyn Martell,House Martell,300.0,3.0,70.0,38.0,1,1,0,0,1,0,0,1579,0,0,0.272,0.728,Ser,1,Dornishmen,257.0,300.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,43.0,5,1,1,0.7725752509999999,0
Ogo,None,298.0,1.0,61.0,46.0,1,1,1,0,0,0,0,818,0,0,0.237,0.763,Khal,1,Dothraki,,298.0,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.036789298,0
Old Henly,Night's Watch,299.0,3.0,55.0,55.0,1,0,0,0,1,0,0,822,0,1,0.7190000000000001,0.281,,1,,220.0,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,79.0,0,0,0,0.013377926000000002,0
Olenna Redwyne,Tyrell,,,,19.0,0,1,0,0,1,1,0,1581,1,1,0.82,0.18,Highgarden,0,,228.0,,,,,House Redwyne,Luthor Tyrell,1,1,1,1,1,,,,1.0,1,1,77.0,0,0,0,0.287625418,1
Ollo Lophand,Night's Watch,300.0,5.0,4.0,0.0,1,0,0,0,1,0,1,1263,0,1,0.8959999999999999,0.10400000000000001,,1,Tyroshi,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.036789298,0
Olyvar Frey,None,,,,59.0,1,1,1,0,0,0,0,1264,1,0,0.401,0.599,,1,,281.0,,,,,House Frey,,1,1,1,1,1,,,,,0,0,24.0,1,1,0,0.08361204,1
Ondrew Locke,Stark,,,,37.0,1,1,0,0,0,0,1,1267,1,0,0.37,0.63,Lord of Oldcastle,1,Northmen,,,,,,House Locke,,0,1,1,1,1,,,,,0,1,,0,0,0,0.036789298,1
Orell,Wildling,299.0,2.0,51.0,51.0,1,0,0,1,0,0,0,827,0,1,0.774,0.226,,1,Free Folk,,299.0,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.080267559,0
Orphan Oss,Night's Watch,300.0,5.0,4.0,,1,0,0,0,1,0,1,1273,0,1,0.971,0.028999999999999998,,0,,,300.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.023411371,0
Orton Merryweather,Lannister,,,,11.0,1,1,0,0,1,1,0,1867,1,0,0.478,0.522,Longtable,1,Reachmen,,,,,,House Merryweather,Taena of Myr,0,0,1,1,1,,,,1.0,1,1,,0,0,1,0.37458194,1
Osfryd Kettleblack,Lannister,,,,41.0,1,1,0,1,1,1,0,1585,1,1,0.813,0.187,Ser,1,,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.086956522,1
Osha,House Stark,,,,37.0,0,0,1,1,0,0,0,1584,1,1,0.963,0.037000000000000005,,1,Free folk,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.25083612,1
Osmund Kettleblack,Lannister,,,,41.0,1,1,0,1,1,1,0,1588,1,1,0.7070000000000001,0.293,Ser,1,,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.17056856199999998,1
Osney Kettleblack,Lannister,,,,41.0,1,1,0,1,1,1,0,1586,1,1,0.8420000000000001,0.158,Ser,1,,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.123745819,1
Ossy,Arryn,,,,41.0,1,0,0,0,0,1,0,834,1,1,0.988,0.012,,0,,,,,,,House Royce of the Gates of the Moon,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
Oswell Kettleblack,None,,,,68.0,1,1,0,0,1,0,0,1276,1,1,0.759,0.24100000000000002,,1,,,,,,,House Kettleblack,,0,0,1,1,1,,,,,0,0,,0,0,0,0.056856187,1
Othell Yarwyck,Night's Watch,,,,48.0,1,0,1,0,1,0,1,1589,1,1,0.634,0.366,First Builder,1,,,,,,,House Yarwyck,,1,1,1,1,1,,,,,0,1,,0,0,0,0.063545151,1
Ottyn Wythers,Night's Watch,299.0,3.0,48.0,13.0,1,0,0,1,1,0,0,1279,0,0,0.212,0.7879999999999999,Ser,0,,230.0,299.0,,,,House Wythers,,0,1,1,0,0,,,,,0,1,69.0,0,0,0,0.043478261,0
Owen,Night's Watch,,,,55.0,1,0,0,0,1,0,1,840,1,0,0.315,0.685,,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.036789298,1
Owen Norrey,Tully,299.0,3.0,51.0,51.0,1,1,0,0,1,0,0,1280,0,1,0.746,0.254,,0,Northern mountain clans,,299.0,,,,House Norrey,,0,0,1,1,0,,,,,0,0,,0,0,0,0.030100334,0
Oznak zo Pahl,None,299.0,3.0,57.0,57.0,1,1,0,0,1,0,0,1618,0,0,0.127,0.873,,1,Meereen,,299.0,,,,House of Pahl,,0,0,1,0,1,,,,,0,0,,0,0,0,0.056856187,0
Palla,House Stark,,,,46.0,0,0,0,1,0,0,0,842,1,1,0.8290000000000001,0.171,,0,Northmen,,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,1,1,0,0.02006689,1
Parmen Crane,Baratheon,,,,22.0,1,1,0,1,0,0,0,1873,1,0,0.276,0.7240000000000001,Ser,1,,,,,,,House Crane,,0,1,1,0,0,,,,,0,1,,0,0,0,0.040133779,1
Patchface,Baratheon,,,,0.0,1,0,0,1,1,0,1,1592,1,1,0.8290000000000001,0.171,,1,,,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,0,,0,0,0,0.107023411,1
Pate (Lancewood),None,299.0,3.0,34.0,34.0,1,0,0,0,1,0,0,845,1,1,0.7929999999999999,0.207,,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
Pate (Night's Watch),Night's Watch,,,,60.0,1,0,1,0,0,0,0,847,0,0,0.047,0.953,,0,,,,,,,Night's Watch,,0,0,0,0,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Pate (Old),None,,,34.0,13.0,1,0,0,0,1,0,0,843,1,1,0.813,0.187,,1,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Patrek Mallister,Tully,,,,28.0,1,1,1,0,1,0,0,1282,1,1,0.789,0.21100000000000002,,1,,,,,,,House Mallister,,1,1,1,1,1,,,,,0,0,,0,0,0,0.076923077,1
Paxter Redwyne,Tyrell,,,,65.0,1,1,0,1,1,1,0,1593,1,1,0.7509999999999999,0.249,Arbor,1,,,,,,,House Redwyne,Mina Tyrell,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.511705686,1
Penny,None,,,,60.0,0,0,0,0,1,0,1,851,1,0,0.198,0.802,,0,,281.0,,,,,Second Sons,,0,0,1,0,1,,,,,0,0,24.0,0,0,0,0.18729097,1
Perros Blackmont,Martell,,,,38.0,1,1,0,0,1,0,0,852,1,1,0.988,0.012,,1,Dornish,,,,,,House Blackmont,,0,0,1,1,0,,,,,0,0,,0,0,0,0.02006689,1
Perwyn Frey,None,,,,29.0,1,1,1,1,0,0,0,1286,1,1,0.581,0.419,Ser,1,,269.0,,,,,House Frey,,1,1,1,1,1,,,,,0,1,36.0,0,0,0,0.08361204,1
Petyr Baelish,None,,,,18.0,1,0,1,1,1,1,0,1829,1,0,0.08199999999999999,0.9179999999999999,Master of coin,1,Valemen,268.0,,,,,House Baelish,Lysa Arryn,1,1,1,1,1,,,,0.0,1,1,37.0,5,1,1,1.0,1
Petyr Frey,None,300.0,3.0,,49.0,1,1,0,0,1,0,0,1595,0,0,0.475,0.525,,1,,281.0,300.0,,,,House Frey,Mylenda Caron,0,1,1,1,0,,,,1.0,1,0,19.0,0,0,0,0.177257525,0
Philip Foote,Lannister,,,,65.0,1,1,0,1,1,0,0,1287,1,0,0.15,0.85,Ser,1,,,,,,,House Foote,,0,1,1,0,1,,,,,0,1,,0,0,0,0.050167224,1
Pia,None,,,,30.0,0,0,0,1,0,1,0,1596,1,0,0.304,0.696,,0,,,,,,,House Whent,,0,1,1,1,0,,,,,0,0,,0,0,0,0.046822742,1
Podrick Payne,Lannister,,,,62.0,1,1,1,1,1,1,0,1597,1,0,0.389,0.611,,1,,286.0,,,,,House Payne,,1,1,1,1,1,,,,,0,0,19.0,0,0,0,0.2909699,1
Polliver,None,300.0,3.0,27.0,26.0,1,0,0,1,1,0,0,1599,0,0,0.3,0.7,Castellan of Harrenhal,1,,,300.0,,,,House Clegane,,0,1,1,1,0,,,,,0,1,,0,0,0,0.076923077,0
Pono,None,,,,68.0,1,1,1,0,0,0,0,1289,1,1,0.7959999999999999,0.204,KhalKo (formerly),0,Dothraki,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.060200669000000005,1
Porridge,Baratheon,,,,25.0,1,0,0,0,1,0,0,858,1,1,0.917,0.083,,1,,,,,,,House Baratheon of Dragonstone,,0,0,1,0,0,,,,,0,0,,0,0,0,0.006688963000000001,1
Porther,House Stark,299.0,2.0,21.0,22.0,1,0,1,1,0,0,0,859,1,0,0.205,0.795,,1,northmen,,,,,,House Stark,,1,1,0,0,0,,,,,0,0,,0,0,0,0.010033445,1
Poul Pemford,House Tully,299.0,2.0,39.0,39.0,1,0,0,1,0,0,0,861,0,1,0.532,0.46799999999999997,,1,,,299.0,,,,House Pemford,,0,1,0,0,0,,,,,0,0,,0,0,0,0.006688963000000001,0
Poxy Tym,House Stark,299.0,2.0,69.0,16.0,1,0,0,1,0,0,0,862,0,0,0.358,0.642,,1,northmen,,299.0,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.010033445,0
Praed,None,299.0,2.0,9.0,5.0,1,0,0,1,0,0,0,863,0,1,0.759,0.24100000000000002,,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.016722408,0
Prendahl na Ghezn,None,299.0,3.0,42.0,42.0,1,0,0,0,1,0,0,1616,0,1,0.664,0.336,,1,Ghiscari,,299.0,,,,Stormcrows,,0,0,1,0,0,,,,,0,0,,0,0,0,0.040133779,0
Preston Greenfield,Baratheon,299.0,2.0,41.0,43.0,1,0,1,1,0,0,0,1598,0,1,0.889,0.111,Ser,1,Westermen,,299.0,,,,House Greenfield,,1,1,1,1,0,,,,,0,1,,0,0,0,0.093645485,0
Pyat Pree,None,,,,12.0,1,1,0,1,0,0,0,1600,1,1,0.708,0.292,Warlock,0,,,,,,,Undying Ones,,0,1,1,1,1,,,,,0,1,,0,0,0,0.096989967,1
Pycelle,House Lannister,300.0,5.0,,20.0,1,0,1,1,1,1,1,1602,0,0,0.452,0.5479999999999999,Grand Maester,1,,216.0,300.0,,,,House Lannister,,1,1,1,1,1,,,,,0,1,84.0,0,0,1,0.6387959870000001,0
Pyg,None,300.0,4.0,20.0,20.0,1,0,0,0,1,1,0,1887,0,0,0.078,0.922,,0,,,300.0,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.046822742,0
Pylos,Baratheon,,,,0.0,1,0,0,1,1,0,0,1601,1,1,0.73,0.27,Maester,1,,273.0,,,,,,,0,1,1,1,1,,,,,0,1,32.0,0,0,0,0.056856187,1
Pypar,Night's Watch,,,,19.0,1,0,1,0,1,1,1,1781,1,0,0.235,0.765,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.113712375,1
Qarl Shepherd,Greyjoy,,,,26.0,1,0,0,0,0,0,1,871,1,1,0.955,0.045,,0,Ironborn,,,,,,House Shepherd,,0,0,0,0,1,,,,,0,0,,0,0,0,0.006688963000000001,1
Qarl the Maid,Greyjoy,,,,42.0,1,0,0,1,0,1,1,1876,1,1,0.973,0.027000000000000003,,1,Ironborn,,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.066889632,1
Qhorin Halfhand,Night's Watch,299.0,2.0,68.0,43.0,1,0,0,1,0,0,0,1603,0,1,0.6759999999999999,0.324,,1,,,299.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.21070234100000002,0
Qotho,None,298.0,1.0,61.0,11.0,1,0,1,0,0,0,0,1604,0,0,0.14800000000000002,0.852,Bloodrider,1,Dothraki,,298299.0,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.063545151,0
Quaithe,None,,,,12.0,0,1,0,1,1,0,1,1883,1,1,0.752,0.248,,0,Asshai'i,,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.127090301,1
Quaro,Targaryen,298.0,1.0,64.0,50.0,1,0,1,0,0,0,0,875,0,0,0.16,0.84,,0,Dothraki,,298.0,,,,,,1,0,0,0,1,,,,,0,0,,0,0,0,0.030100334,0
Quellon Humble,Greyjoy,,,,18.0,1,1,0,0,0,1,0,874,1,1,0.99,0.01,,1,Ironborn,,,,,,House Humble,,0,0,0,1,1,,,,,0,0,,0,0,0,0.02006689,1
Quent,House Stark,,,,37.0,1,0,1,0,0,0,0,1293,1,0,0.3,0.7,,1,northmen,,,,,,House Stark,,1,1,1,1,0,,,,,0,0,,0,0,0,0.023411371,1
Quenten Banefort,Lannister,,,,16.0,1,1,0,0,0,1,0,1294,1,1,0.9470000000000001,0.053,Banefort,1,,,,,,,House Banefort,,1,0,1,1,1,,,,,0,1,,0,0,0,0.023411371,1
Quentyn Martell,Martell,300.0,5.0,70.0,6.0,1,1,0,0,0,0,1,1605,0,0,0.49700000000000005,0.503,Ser,1,Dornishmen,281.0,300.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,19.0,0,0,1,0.551839465,0
Quhuru Mo,None,,,,27.0,1,0,0,1,0,1,0,62,1,1,0.968,0.032,,1,Summer Isles,,,,,,,,0,1,0,1,0,,,,,0,0,,0,0,0,0.040133779,1
Qyburn,Lannister,,,,64.0,1,0,0,1,1,1,1,1874,1,1,0.6559999999999999,0.344,Master of whisperers,1,,,,,,,House Lannister,,0,1,1,1,1,,,,,0,1,,0,0,1,0.535117057,1
Quort,Wildling,299.0,3.0,55.0,41.0,1,0,0,0,1,0,0,66,0,1,0.65,0.35,,1,,285.0,299.0,,,,wildling,,0,0,1,0,0,,,,,0,0,14.0,0,0,0,0.010033445,0
Qyle,Night's Watch,299.0,2.0,2.0,2.0,1,0,0,1,0,0,0,67,0,1,0.7829999999999999,0.217,,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926000000002,0
Rafford,None,,,,19.0,1,0,0,1,0,1,0,268,0,0,0.47,0.53,,1,,,300.0,,,,House Clegane,,0,1,1,1,1,,,,,0,0,,0,0,0,0.096989967,0
Ragnor Pyke,House Greyjoy,,,,29.0,1,0,0,0,0,1,0,70,1,1,0.988,0.012,,0,Ironborn,,,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1
Ragwyle,Wildling,,,,68.0,0,0,0,1,0,0,0,1299,1,1,0.998,0.002,,0,Free folk,,,,,,,,0,1,1,1,1,,,,,0,0,,0,0,0,0.010033445,1
Rakharo,House Targaryen,,,,54.0,1,0,1,1,1,0,1,1797,1,0,0.39899999999999997,0.601,Bloodrider,1,Dothraki,,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,,0,0,0,0.18394648800000002,1
Ralf Kenning,Greyjoy,300.0,5.0,20.0,18.0,1,0,0,0,0,1,1,1300,0,1,0.966,0.034,CastellanCommander,1,Ironborn,,300.0,,,,House Kenning of Harlaw,,0,0,0,1,1,,,,,0,1,,0,0,0,0.046822742,0
